release_version,profile_id,dataset_id,dataset_kind,samples,decode_count,truth_count,scored_truth_count,wall_seconds,cpu_user_seconds,cpu_system_seconds,cpu_seconds,avg_wall_seconds,avg_cpu_user_seconds,avg_cpu_system_seconds,avg_cpu_seconds,tp,fp,fn,precision,recall,f1
2.5.2,medium,kgoba-ft8-lib,scored,31,412,429,418,59.31376499659382,50.237556000000005,1.346018,51.583574000000006,1.9133472579546393,1.6205663225806453,0.043419935483870964,1.6639862580645164,387,0,31,1.0,0.9258373205741627,0.9614906832298136
2.5.2,quick,d9394-ft8-test-wave,unscored,11,30,0,0,9.920085333054885,8.175307,0.399552,8.574858999999998,0.901825939368626,0.7432097272727273,0.03632290909090909,0.7795326363636362,0,0,0,,,
2.5.2,quick,kgoba-ft8-lib,scored,31,298,429,418,34.38253395957872,28.40986,1.1641289999999997,29.573988999999997,1.1091139986960878,0.9164470967741934,0.03755254838709677,0.9539996451612902,276,0,142,1.0,0.6602870813397129,0.7953890489913544
2.5.3,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,17.336453628260642,14.295107999999999,0.43546999999999997,14.730577999999998,1.5760412389327856,1.2995552727272726,0.039588181818181814,1.3391434545454544,0,0,0,,,
2.5.3,deepest,kgoba-ft8-lib,scored,31,429,429,418,68.66096408502199,57.809609,1.3511309999999999,59.16074,2.2148698091942576,1.8648260967741936,0.04358487096774193,1.9084109677419354,404,0,14,1.0,0.9665071770334929,0.9829683698296838
2.5.3,medium,d9394-ft8-test-wave,unscored,11,46,0,0,11.092916497727856,9.19982,0.39225099999999996,9.592070999999999,1.008446954338896,0.8363472727272728,0.03565918181818181,0.8720064545454544,0,0,0,,,
2.5.3,medium,kgoba-ft8-lib,scored,31,412,429,418,48.191167541313916,40.814025,1.2578189999999996,42.071844,1.5545537916552876,1.3165814516129033,0.04057480645161289,1.357156258064516,387,0,31,1.0,0.9258373205741627,0.9614906832298136
2.5.3,quick,d9394-ft8-test-wave,unscored,11,30,0,0,6.555035626515746,5.119561,0.363712,5.4832730000000005,0.5959123296832497,0.4654146363636364,0.03306472727272727,0.4984793636363637,0,0,0,,,
2.5.3,quick,kgoba-ft8-lib,scored,31,298,429,418,23.440274957101792,18.637130999999997,1.08903,19.726160999999994,0.7561379018419933,0.6011977741935483,0.03513,0.6363277741935482,276,0,142,1.0,0.6602870813397129,0.7953890489913544
2.5.4,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,17.000698960386217,14.352068000000001,0.4492,14.801268,1.5455180873078378,1.3047334545454545,0.040836363636363636,1.3455698181818183,0,0,0,,,
2.5.4,deepest,kgoba-ft8-lib,scored,31,429,429,418,67.69772349647246,58.38030200000001,1.4166459999999994,59.79694799999999,2.183797532144273,1.883235548387097,0.04569825806451611,1.9289338064516126,404,0,14,1.0,0.9665071770334929,0.9829683698296838
2.5.4,medium,d9394-ft8-test-wave,unscored,11,46,0,0,11.386099458206445,9.299936,0.410196,9.710132,1.0350999507460406,0.8454487272727274,0.03729054545454546,0.8827392727272727,0,0,0,,,
2.5.4,medium,kgoba-ft8-lib,scored,31,412,429,418,47.94252237305045,40.933347999999995,1.253512,42.18685999999999,1.546532979775821,1.320430580645161,0.040435870967741934,1.3608664516129028,387,0,31,1.0,0.9258373205741627,0.9614906832298136
2.5.4,quick,d9394-ft8-test-wave,unscored,11,30,0,0,6.346911082742736,5.029044,0.350779,5.379823,0.576991916612976,0.4571858181818182,0.031889,0.4890748181818182,0,0,0,,,
2.5.4,quick,kgoba-ft8-lib,scored,31,298,429,418,23.050124211702496,18.497833,1.0777549999999998,19.575588,0.743552393925887,0.5967042903225807,0.03476629032258064,0.6314705806451613,276,0,142,1.0,0.6602870813397129,0.7953890489913544
2.6.0,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,19.256948373047635,16.680858,0.45736000000000004,17.138218,1.7506316702770577,1.5164416363636364,0.04157818181818182,1.5580198181818181,0,0,0,,,
2.6.0,deepest,kgoba-ft8-lib,scored,31,430,429,418,80.2361930005718,69.700249,1.389485,71.089734,2.588264290341026,2.248395129032258,0.04482209677419355,2.293217225806452,405,0,13,1.0,0.9688995215311005,0.9842041312272175
2.6.0,medium,d9394-ft8-test-wave,unscored,11,45,0,0,12.022798124933615,10.046251,0.385382,10.431633000000001,1.0929816477212377,0.9132955454545454,0.03503472727272727,0.9483302727272729,0,0,0,,,
2.6.0,medium,kgoba-ft8-lib,scored,31,416,429,418,55.458959497045726,47.30593199999999,1.2862450000000003,48.592177,1.788998693453088,1.5259978064516126,0.041491774193548395,1.5674895806451612,391,0,27,1.0,0.9354066985645934,0.9666254635352287
2.6.0,quick,d9394-ft8-test-wave,unscored,11,35,0,0,7.331121002091095,5.991020000000001,0.38444900000000004,6.375468999999999,0.666465545644645,0.5446381818181819,0.034949909090909094,0.5795880909090908,0,0,0,,,
2.6.0,quick,kgoba-ft8-lib,scored,31,360,429,418,31.08987645781599,25.86686,1.173437,27.040297000000006,1.0028992405747092,0.8344148387096774,0.0378528064516129,0.8722676451612905,337,0,81,1.0,0.80622009569378,0.8927152317880795
2.6.1,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,19.587176251225173,16.684554,0.444841,17.129395,1.7806523864750157,1.5167776363636363,0.040440090909090905,1.5572177272727272,0,0,0,,,
2.6.1,deepest,kgoba-ft8-lib,scored,31,430,429,418,80.24038282898255,69.92396,1.3807619999999998,71.304722,2.588399446096211,2.2556116129032255,0.04454070967741935,2.300152322580645,405,0,13,1.0,0.9688995215311005,0.9842041312272175
2.6.1,medium,d9394-ft8-test-wave,unscored,11,45,0,0,11.923195998417214,10.081801,0.40486599999999995,10.486667,1.0839269089470194,0.9165273636363637,0.036806,0.9533333636363637,0,0,0,,,
